from_id,from_cat,to_id,to_cat
kobs_state-3c544a19-d403-11ec-848b-00155d8545fd,target_using_cloud_credentials,ktech-6f14fa07-7cbf-4473-9ab3-d47864b7ed98,Using cloud credentials
kobs_state-3c544a57-d403-11ec-aee8-00155d8545fd,target_using_cloud_credentials,ktech-6f14fa07-7cbf-4473-9ab3-d47864b7ed98,Using cloud credentials
kobs_state-3c544a8f-d403-11ec-9b62-00155d8545fd,target_using_cloud_credentials,ktech-6f14fa07-7cbf-4473-9ab3-d47864b7ed98,Using cloud credentials
kobs_state-3c544ac7-d403-11ec-9978-00155d8545fd,target_using_cloud_credentials,ktech-6f14fa07-7cbf-4473-9ab3-d47864b7ed98,Using cloud credentials
kobs_state-3c544afd-d403-11ec-b166-00155d8545fd,target_using_cloud_credentials,ktech-6f14fa07-7cbf-4473-9ab3-d47864b7ed98,Using cloud credentials
kobs_state-3c544b34-d403-11ec-8be1-00155d8545fd,target_using_cloud_credentials,ktech-6f14fa07-7cbf-4473-9ab3-d47864b7ed98,Using cloud credentials
kobs_state-3c544b69-d403-11ec-b878-00155d8545fd,target_using_cloud_credentials,ktech-6f14fa07-7cbf-4473-9ab3-d47864b7ed98,Using cloud credentials
kobs_state-3c544b9f-d403-11ec-9248-00155d8545fd,target_using_cloud_credentials,ktech-6f14fa07-7cbf-4473-9ab3-d47864b7ed98,Using cloud credentials
kobs_state-3c544bd4-d403-11ec-92fe-00155d8545fd,target_using_cloud_credentials,ktech-6f14fa07-7cbf-4473-9ab3-d47864b7ed98,Using cloud credentials
kobs_state-3c5461b8-d403-11ec-8061-00155d8545fd,target_writable_hostpath_mount,ktech-e642da19-c9bb-47eb-85f9-3400d5376c57,Writable hostPath mount
kobs_state-3c546213-d403-11ec-80c5-00155d8545fd,target_writable_hostpath_mount,ktech-e642da19-c9bb-47eb-85f9-3400d5376c57,Writable hostPath mount
kobs_state-3c546252-d403-11ec-b541-00155d8545fd,target_writable_hostpath_mount,ktech-e642da19-c9bb-47eb-85f9-3400d5376c57,Writable hostPath mount
kobs_state-3c54628a-d403-11ec-93a0-00155d8545fd,target_writable_hostpath_mount,ktech-e642da19-c9bb-47eb-85f9-3400d5376c57,Writable hostPath mount
kobs_state-3c5462c1-d403-11ec-9543-00155d8545fd,target_writable_hostpath_mount,ktech-e642da19-c9bb-47eb-85f9-3400d5376c57,Writable hostPath mount
kobs_state-3c5462f7-d403-11ec-a9ac-00155d8545fd,target_writable_hostpath_mount,ktech-e642da19-c9bb-47eb-85f9-3400d5376c57,Writable hostPath mount
kobs_state-3c54632e-d403-11ec-98f2-00155d8545fd,target_writable_hostpath_mount,ktech-e642da19-c9bb-47eb-85f9-3400d5376c57,Writable hostPath mount
kobs_state-3c546365-d403-11ec-9672-00155d8545fd,target_writable_hostpath_mount,ktech-e642da19-c9bb-47eb-85f9-3400d5376c57,Writable hostPath mount
kobs_state-3c546399-d403-11ec-95f0-00155d8545fd,target_writable_hostpath_mount,ktech-e642da19-c9bb-47eb-85f9-3400d5376c57,Writable hostPath mount
kobs_state-3c5463cf-d403-11ec-b279-00155d8545fd,target_writable_hostpath_mount,ktech-e642da19-c9bb-47eb-85f9-3400d5376c57,Writable hostPath mount
kobs_state-3c54782e-d403-11ec-86dc-00155d8545fd,target_resource_hijacking,ktech-4aa2cc22-e6a0-4699-9d60-15650f4dc74f,Resource hijacking
kobs_state-3c5478a7-d403-11ec-8ddf-00155d8545fd,target_resource_hijacking,ktech-4aa2cc22-e6a0-4699-9d60-15650f4dc74f,Resource hijacking
kobs_state-3c547985-d403-11ec-aeca-00155d8545fd,target_resource_hijacking,ktech-4aa2cc22-e6a0-4699-9d60-15650f4dc74f,Resource hijacking
kobs_state-3c547a08-d403-11ec-a145-00155d8545fd,target_resource_hijacking,ktech-4aa2cc22-e6a0-4699-9d60-15650f4dc74f,Resource hijacking
kobs_state-3c547a53-d403-11ec-99ec-00155d8545fd,target_resource_hijacking,ktech-4aa2cc22-e6a0-4699-9d60-15650f4dc74f,Resource hijacking
kobs_state-3c547aa7-d403-11ec-997b-00155d8545fd,target_resource_hijacking,ktech-4aa2cc22-e6a0-4699-9d60-15650f4dc74f,Resource hijacking
kobs_state-3c547ae5-d403-11ec-bc91-00155d8545fd,target_resource_hijacking,ktech-4aa2cc22-e6a0-4699-9d60-15650f4dc74f,Resource hijacking
kobs_state-3c547b1f-d403-11ec-989a-00155d8545fd,target_resource_hijacking,ktech-4aa2cc22-e6a0-4699-9d60-15650f4dc74f,Resource hijacking
kobs_state-3c547b5a-d403-11ec-bfec-00155d8545fd,target_resource_hijacking,ktech-4aa2cc22-e6a0-4699-9d60-15650f4dc74f,Resource hijacking
kobs_state-3c547bd8-d403-11ec-a916-00155d8545fd,target_resource_hijacking,ktech-4aa2cc22-e6a0-4699-9d60-15650f4dc74f,Resource hijacking
kobs_state-3c5490ed-d403-11ec-a984-00155d8545fd,target_kubernetes_cronjob,ktech-4a67ed7a-7387-4ff4-a610-0060a02d2eb8,Kubernetes CronJob
kobs_state-3c54914c-d403-11ec-b6d8-00155d8545fd,target_kubernetes_cronjob,ktech-4a67ed7a-7387-4ff4-a610-0060a02d2eb8,Kubernetes CronJob
kobs_state-3c549188-d403-11ec-bf23-00155d8545fd,target_kubernetes_cronjob,ktech-4a67ed7a-7387-4ff4-a610-0060a02d2eb8,Kubernetes CronJob
kobs_state-3c5491c0-d403-11ec-a228-00155d8545fd,target_kubernetes_cronjob,ktech-4a67ed7a-7387-4ff4-a610-0060a02d2eb8,Kubernetes CronJob
kobs_state-3c5491f6-d403-11ec-92b4-00155d8545fd,target_kubernetes_cronjob,ktech-4a67ed7a-7387-4ff4-a610-0060a02d2eb8,Kubernetes CronJob
kobs_state-3c54922c-d403-11ec-b97d-00155d8545fd,target_kubernetes_cronjob,ktech-4a67ed7a-7387-4ff4-a610-0060a02d2eb8,Kubernetes CronJob
kobs_state-3c549262-d403-11ec-9e26-00155d8545fd,target_kubernetes_cronjob,ktech-4a67ed7a-7387-4ff4-a610-0060a02d2eb8,Kubernetes CronJob
kobs_state-3c549297-d403-11ec-8bfc-00155d8545fd,target_kubernetes_cronjob,ktech-4a67ed7a-7387-4ff4-a610-0060a02d2eb8,Kubernetes CronJob
kobs_state-3c5492cc-d403-11ec-aa47-00155d8545fd,target_kubernetes_cronjob,ktech-4a67ed7a-7387-4ff4-a610-0060a02d2eb8,Kubernetes CronJob
kobs_state-3c5493d6-d403-11ec-bf34-00155d8545fd,target_kubernetes_cronjob,ktech-4a67ed7a-7387-4ff4-a610-0060a02d2eb8,Kubernetes CronJob
kobs_state-3c54aa0a-d403-11ec-b00d-00155d8545fd,target_access_container_service_account,ktech-336f8b2c-71f1-47f6-b1c7-6e2b7b2d122d,Access container service account
kobs_state-3c54aa75-d403-11ec-9e07-00155d8545fd,target_access_container_service_account,ktech-336f8b2c-71f1-47f6-b1c7-6e2b7b2d122d,Access container service account
kobs_state-3c54aac1-d403-11ec-a7b7-00155d8545fd,target_access_container_service_account,ktech-336f8b2c-71f1-47f6-b1c7-6e2b7b2d122d,Access container service account
kobs_state-3c54ab09-d403-11ec-a1a4-00155d8545fd,target_access_container_service_account,ktech-336f8b2c-71f1-47f6-b1c7-6e2b7b2d122d,Access container service account
kobs_state-3c54ab4b-d403-11ec-9dc0-00155d8545fd,target_access_container_service_account,ktech-336f8b2c-71f1-47f6-b1c7-6e2b7b2d122d,Access container service account
kobs_state-3c54ab8f-d403-11ec-ba49-00155d8545fd,target_access_container_service_account,ktech-336f8b2c-71f1-47f6-b1c7-6e2b7b2d122d,Access container service account
kobs_state-3c54abd0-d403-11ec-9611-00155d8545fd,target_access_container_service_account,ktech-336f8b2c-71f1-47f6-b1c7-6e2b7b2d122d,Access container service account
kobs_state-3c54ac14-d403-11ec-82b3-00155d8545fd,target_access_container_service_account,ktech-336f8b2c-71f1-47f6-b1c7-6e2b7b2d122d,Access container service account
kobs_state-3c54ac57-d403-11ec-b918-00155d8545fd,target_access_container_service_account,ktech-336f8b2c-71f1-47f6-b1c7-6e2b7b2d122d,Access container service account
kobs_state-3c54ac9a-d403-11ec-89c1-00155d8545fd,target_access_container_service_account,ktech-336f8b2c-71f1-47f6-b1c7-6e2b7b2d122d,Access container service account
kobs_state-3c54c1d5-d403-11ec-95ba-00155d8545fd,target_malicious_admission_controller,ktech-5a728e27-6359-433e-b673-ab863b561427,Malicious admission controller
kobs_state-3c54c22b-d403-11ec-a63b-00155d8545fd,target_malicious_admission_controller,ktech-5a728e27-6359-433e-b673-ab863b561427,Malicious admission controller
kobs_state-3c54c267-d403-11ec-9304-00155d8545fd,target_malicious_admission_controller,ktech-5a728e27-6359-433e-b673-ab863b561427,Malicious admission controller
kobs_state-3c54c29f-d403-11ec-a6f9-00155d8545fd,target_malicious_admission_controller,ktech-5a728e27-6359-433e-b673-ab863b561427,Malicious admission controller
kobs_state-3c54c2d6-d403-11ec-90ec-00155d8545fd,target_malicious_admission_controller,ktech-5a728e27-6359-433e-b673-ab863b561427,Malicious admission controller
kobs_state-3c54c30b-d403-11ec-a1d3-00155d8545fd,target_malicious_admission_controller,ktech-5a728e27-6359-433e-b673-ab863b561427,Malicious admission controller
kobs_state-3c54c342-d403-11ec-a3c4-00155d8545fd,target_malicious_admission_controller,ktech-5a728e27-6359-433e-b673-ab863b561427,Malicious admission controller
kobs_state-3c54c378-d403-11ec-9d8d-00155d8545fd,target_malicious_admission_controller,ktech-5a728e27-6359-433e-b673-ab863b561427,Malicious admission controller
kobs_state-3c54c3ad-d403-11ec-9f43-00155d8545fd,target_malicious_admission_controller,ktech-5a728e27-6359-433e-b673-ab863b561427,Malicious admission controller
kobs_state-3c54c3e3-d403-11ec-8739-00155d8545fd,target_malicious_admission_controller,ktech-5a728e27-6359-433e-b673-ab863b561427,Malicious admission controller
kobs_state-3c54db10-d403-11ec-b2e5-00155d8545fd,target_list_kubernetes_secrets,ktech-5e8ee7c7-27a0-4cda-ba17-6cd931afc43c,List Kubernetes secrets
kobs_state-3c54db68-d403-11ec-8e6b-00155d8545fd,target_list_kubernetes_secrets,ktech-5e8ee7c7-27a0-4cda-ba17-6cd931afc43c,List Kubernetes secrets
kobs_state-3c54dba6-d403-11ec-9548-00155d8545fd,target_list_kubernetes_secrets,ktech-5e8ee7c7-27a0-4cda-ba17-6cd931afc43c,List Kubernetes secrets
kobs_state-3c54dbdd-d403-11ec-a771-00155d8545fd,target_list_kubernetes_secrets,ktech-5e8ee7c7-27a0-4cda-ba17-6cd931afc43c,List Kubernetes secrets
kobs_state-3c54dc13-d403-11ec-bb05-00155d8545fd,target_list_kubernetes_secrets,ktech-5e8ee7c7-27a0-4cda-ba17-6cd931afc43c,List Kubernetes secrets
kobs_state-3c54dc62-d403-11ec-932f-00155d8545fd,target_list_kubernetes_secrets,ktech-5e8ee7c7-27a0-4cda-ba17-6cd931afc43c,List Kubernetes secrets
kobs_state-3c54dc9d-d403-11ec-a171-00155d8545fd,target_list_kubernetes_secrets,ktech-5e8ee7c7-27a0-4cda-ba17-6cd931afc43c,List Kubernetes secrets
kobs_state-3c54dcd4-d403-11ec-bb23-00155d8545fd,target_list_kubernetes_secrets,ktech-5e8ee7c7-27a0-4cda-ba17-6cd931afc43c,List Kubernetes secrets
kobs_state-3c54dd0a-d403-11ec-b90c-00155d8545fd,target_list_kubernetes_secrets,ktech-5e8ee7c7-27a0-4cda-ba17-6cd931afc43c,List Kubernetes secrets
kobs_state-3c54dd40-d403-11ec-a68f-00155d8545fd,target_list_kubernetes_secrets,ktech-5e8ee7c7-27a0-4cda-ba17-6cd931afc43c,List Kubernetes secrets
kobs_state-3c54f347-d403-11ec-a359-00155d8545fd,target_writable_volume_mounts_on_the_host,ktech-d4286f4c-e286-48ca-a2d5-8f5089fff410,Writable volume mounts on the host
kobs_state-3c54f3a2-d403-11ec-b7dd-00155d8545fd,target_writable_volume_mounts_on_the_host,ktech-d4286f4c-e286-48ca-a2d5-8f5089fff410,Writable volume mounts on the host
kobs_state-3c54f3e2-d403-11ec-9b72-00155d8545fd,target_writable_volume_mounts_on_the_host,ktech-d4286f4c-e286-48ca-a2d5-8f5089fff410,Writable volume mounts on the host
kobs_state-3c54f41b-d403-11ec-9ece-00155d8545fd,target_writable_volume_mounts_on_the_host,ktech-d4286f4c-e286-48ca-a2d5-8f5089fff410,Writable volume mounts on the host
kobs_state-3c54f454-d403-11ec-b331-00155d8545fd,target_writable_volume_mounts_on_the_host,ktech-d4286f4c-e286-48ca-a2d5-8f5089fff410,Writable volume mounts on the host
kobs_state-3c54f48b-d403-11ec-bc22-00155d8545fd,target_writable_volume_mounts_on_the_host,ktech-d4286f4c-e286-48ca-a2d5-8f5089fff410,Writable volume mounts on the host
kobs_state-3c54f4c3-d403-11ec-ad03-00155d8545fd,target_writable_volume_mounts_on_the_host,ktech-d4286f4c-e286-48ca-a2d5-8f5089fff410,Writable volume mounts on the host
kobs_state-3c54f50e-d403-11ec-b58e-00155d8545fd,target_writable_volume_mounts_on_the_host,ktech-d4286f4c-e286-48ca-a2d5-8f5089fff410,Writable volume mounts on the host
kobs_state-3c54f551-d403-11ec-8fdc-00155d8545fd,target_writable_volume_mounts_on_the_host,ktech-d4286f4c-e286-48ca-a2d5-8f5089fff410,Writable volume mounts on the host
kobs_state-3c54f58a-d403-11ec-afe5-00155d8545fd,target_writable_volume_mounts_on_the_host,ktech-d4286f4c-e286-48ca-a2d5-8f5089fff410,Writable volume mounts on the host
kobs_state-3c550dc6-d403-11ec-be74-00155d8545fd,target_coredns_poisoning,ktech-8c302563-5294-498c-95a4-b96daf9ed5e1,CoreDNS poisoning
kobs_state-3c550e22-d403-11ec-af4a-00155d8545fd,target_coredns_poisoning,ktech-8c302563-5294-498c-95a4-b96daf9ed5e1,CoreDNS poisoning
kobs_state-3c550e62-d403-11ec-8a64-00155d8545fd,target_coredns_poisoning,ktech-8c302563-5294-498c-95a4-b96daf9ed5e1,CoreDNS poisoning
kobs_state-3c550e9d-d403-11ec-9862-00155d8545fd,target_coredns_poisoning,ktech-8c302563-5294-498c-95a4-b96daf9ed5e1,CoreDNS poisoning
kobs_state-3c550ed6-d403-11ec-af04-00155d8545fd,target_coredns_poisoning,ktech-8c302563-5294-498c-95a4-b96daf9ed5e1,CoreDNS poisoning
kobs_state-3c550f0d-d403-11ec-baef-00155d8545fd,target_coredns_poisoning,ktech-8c302563-5294-498c-95a4-b96daf9ed5e1,CoreDNS poisoning
kobs_state-3c550f55-d403-11ec-a4fa-00155d8545fd,target_coredns_poisoning,ktech-8c302563-5294-498c-95a4-b96daf9ed5e1,CoreDNS poisoning
kobs_state-3c550f90-d403-11ec-89c0-00155d8545fd,target_coredns_poisoning,ktech-8c302563-5294-498c-95a4-b96daf9ed5e1,CoreDNS poisoning
kobs_state-3c550fc8-d403-11ec-b916-00155d8545fd,target_coredns_poisoning,ktech-8c302563-5294-498c-95a4-b96daf9ed5e1,CoreDNS poisoning
kobs_state-3c551001-d403-11ec-ad01-00155d8545fd,target_coredns_poisoning,ktech-8c302563-5294-498c-95a4-b96daf9ed5e1,CoreDNS poisoning
kobs_state-3c5526f4-d403-11ec-b236-00155d8545fd,target_access_cloud_resources,ktech-2f39e379-fb3b-4776-bcf8-5d7044c0bef7,Access cloud resources
kobs_state-3c552751-d403-11ec-80d0-00155d8545fd,target_access_cloud_resources,ktech-2f39e379-fb3b-4776-bcf8-5d7044c0bef7,Access cloud resources
kobs_state-3c552791-d403-11ec-9550-00155d8545fd,target_access_cloud_resources,ktech-2f39e379-fb3b-4776-bcf8-5d7044c0bef7,Access cloud resources
kobs_state-3c5527ca-d403-11ec-a362-00155d8545fd,target_access_cloud_resources,ktech-2f39e379-fb3b-4776-bcf8-5d7044c0bef7,Access cloud resources
kobs_state-3c552801-d403-11ec-9a79-00155d8545fd,target_access_cloud_resources,ktech-2f39e379-fb3b-4776-bcf8-5d7044c0bef7,Access cloud resources
kobs_state-3c552838-d403-11ec-a019-00155d8545fd,target_access_cloud_resources,ktech-2f39e379-fb3b-4776-bcf8-5d7044c0bef7,Access cloud resources
kobs_state-3c552871-d403-11ec-a172-00155d8545fd,target_access_cloud_resources,ktech-2f39e379-fb3b-4776-bcf8-5d7044c0bef7,Access cloud resources
kobs_state-3c5528a7-d403-11ec-bfca-00155d8545fd,target_access_cloud_resources,ktech-2f39e379-fb3b-4776-bcf8-5d7044c0bef7,Access cloud resources
kobs_state-3c5528dc-d403-11ec-92e0-00155d8545fd,target_access_cloud_resources,ktech-2f39e379-fb3b-4776-bcf8-5d7044c0bef7,Access cloud resources
kobs_state-3c552912-d403-11ec-bd16-00155d8545fd,target_access_cloud_resources,ktech-2f39e379-fb3b-4776-bcf8-5d7044c0bef7,Access cloud resources
kobs_state-3c553fea-d403-11ec-bad5-00155d8545fd,target_exec_into_container,ktech-5163e382-6b2b-4cc8-bf47-22a2e1e8e346,Exec into container
kobs_state-3c554047-d403-11ec-acb7-00155d8545fd,target_exec_into_container,ktech-5163e382-6b2b-4cc8-bf47-22a2e1e8e346,Exec into container
kobs_state-3c554085-d403-11ec-b49b-00155d8545fd,target_exec_into_container,ktech-5163e382-6b2b-4cc8-bf47-22a2e1e8e346,Exec into container
kobs_state-3c5540be-d403-11ec-891a-00155d8545fd,target_exec_into_container,ktech-5163e382-6b2b-4cc8-bf47-22a2e1e8e346,Exec into container
kobs_state-3c5540f6-d403-11ec-976a-00155d8545fd,target_exec_into_container,ktech-5163e382-6b2b-4cc8-bf47-22a2e1e8e346,Exec into container
kobs_state-3c55412d-d403-11ec-a910-00155d8545fd,target_exec_into_container,ktech-5163e382-6b2b-4cc8-bf47-22a2e1e8e346,Exec into container
kobs_state-3c554175-d403-11ec-961d-00155d8545fd,target_exec_into_container,ktech-5163e382-6b2b-4cc8-bf47-22a2e1e8e346,Exec into container
kobs_state-3c5541ae-d403-11ec-af76-00155d8545fd,target_exec_into_container,ktech-5163e382-6b2b-4cc8-bf47-22a2e1e8e346,Exec into container
kobs_state-3c5541e5-d403-11ec-a1e8-00155d8545fd,target_exec_into_container,ktech-5163e382-6b2b-4cc8-bf47-22a2e1e8e346,Exec into container
kobs_state-3c55421c-d403-11ec-bff8-00155d8545fd,target_exec_into_container,ktech-5163e382-6b2b-4cc8-bf47-22a2e1e8e346,Exec into container
kobs_state-3c55593e-d403-11ec-aa7a-00155d8545fd,target_delete_kubernetes_events,ktech-24660362-fa61-411c-9f82-8f6e107b1b2c,Delete Kubernetes events
kobs_state-3c555996-d403-11ec-a5d6-00155d8545fd,target_delete_kubernetes_events,ktech-24660362-fa61-411c-9f82-8f6e107b1b2c,Delete Kubernetes events
kobs_state-3c5559d4-d403-11ec-b770-00155d8545fd,target_delete_kubernetes_events,ktech-24660362-fa61-411c-9f82-8f6e107b1b2c,Delete Kubernetes events
kobs_state-3c555a0d-d403-11ec-9521-00155d8545fd,target_delete_kubernetes_events,ktech-24660362-fa61-411c-9f82-8f6e107b1b2c,Delete Kubernetes events
kobs_state-3c555a45-d403-11ec-8371-00155d8545fd,target_delete_kubernetes_events,ktech-24660362-fa61-411c-9f82-8f6e107b1b2c,Delete Kubernetes events
kobs_state-3c555a7b-d403-11ec-96d9-00155d8545fd,target_delete_kubernetes_events,ktech-24660362-fa61-411c-9f82-8f6e107b1b2c,Delete Kubernetes events
kobs_state-3c555ab2-d403-11ec-b93f-00155d8545fd,target_delete_kubernetes_events,ktech-24660362-fa61-411c-9f82-8f6e107b1b2c,Delete Kubernetes events
kobs_state-3c555ae7-d403-11ec-8e37-00155d8545fd,target_delete_kubernetes_events,ktech-24660362-fa61-411c-9f82-8f6e107b1b2c,Delete Kubernetes events
kobs_state-3c555b1c-d403-11ec-9907-00155d8545fd,target_delete_kubernetes_events,ktech-24660362-fa61-411c-9f82-8f6e107b1b2c,Delete Kubernetes events
kobs_state-3c555b51-d403-11ec-98eb-00155d8545fd,target_delete_kubernetes_events,ktech-24660362-fa61-411c-9f82-8f6e107b1b2c,Delete Kubernetes events
kobs_state-3c557170-d403-11ec-8da3-00155d8545fd,target_ssh_server_running_inside_container,ktech-d7f52f90-7169-41fa-97e3-31f1488aa7da,SSH server running inside container
kobs_state-3c5571cb-d403-11ec-8cb3-00155d8545fd,target_ssh_server_running_inside_container,ktech-d7f52f90-7169-41fa-97e3-31f1488aa7da,SSH server running inside container
kobs_state-3c55720d-d403-11ec-8d1a-00155d8545fd,target_ssh_server_running_inside_container,ktech-d7f52f90-7169-41fa-97e3-31f1488aa7da,SSH server running inside container
kobs_state-3c557248-d403-11ec-b2b2-00155d8545fd,target_ssh_server_running_inside_container,ktech-d7f52f90-7169-41fa-97e3-31f1488aa7da,SSH server running inside container
kobs_state-3c557282-d403-11ec-a0d0-00155d8545fd,target_ssh_server_running_inside_container,ktech-d7f52f90-7169-41fa-97e3-31f1488aa7da,SSH server running inside container
kobs_state-3c5572bb-d403-11ec-ace9-00155d8545fd,target_ssh_server_running_inside_container,ktech-d7f52f90-7169-41fa-97e3-31f1488aa7da,SSH server running inside container
kobs_state-3c557305-d403-11ec-a5b8-00155d8545fd,target_ssh_server_running_inside_container,ktech-d7f52f90-7169-41fa-97e3-31f1488aa7da,SSH server running inside container
kobs_state-3c557341-d403-11ec-a25a-00155d8545fd,target_ssh_server_running_inside_container,ktech-d7f52f90-7169-41fa-97e3-31f1488aa7da,SSH server running inside container
kobs_state-3c557379-d403-11ec-820c-00155d8545fd,target_ssh_server_running_inside_container,ktech-d7f52f90-7169-41fa-97e3-31f1488aa7da,SSH server running inside container
kobs_state-3c5573b1-d403-11ec-84fe-00155d8545fd,target_ssh_server_running_inside_container,ktech-d7f52f90-7169-41fa-97e3-31f1488aa7da,SSH server running inside container
kobs_state-3c558850-d403-11ec-ad0a-00155d8545fd,target_container_service_account,ktech-9300e8ea-52e6-4368-82a2-42f8afd594e2,Container service account
kobs_state-3c5588aa-d403-11ec-bc60-00155d8545fd,target_container_service_account,ktech-9300e8ea-52e6-4368-82a2-42f8afd594e2,Container service account
kobs_state-3c5588e8-d403-11ec-96ca-00155d8545fd,target_container_service_account,ktech-9300e8ea-52e6-4368-82a2-42f8afd594e2,Container service account
kobs_state-3c558920-d403-11ec-a7a5-00155d8545fd,target_container_service_account,ktech-9300e8ea-52e6-4368-82a2-42f8afd594e2,Container service account
kobs_state-3c558956-d403-11ec-b243-00155d8545fd,target_container_service_account,ktech-9300e8ea-52e6-4368-82a2-42f8afd594e2,Container service account
kobs_state-3c55898b-d403-11ec-98c7-00155d8545fd,target_container_service_account,ktech-9300e8ea-52e6-4368-82a2-42f8afd594e2,Container service account
kobs_state-3c5589c2-d403-11ec-b02a-00155d8545fd,target_container_service_account,ktech-9300e8ea-52e6-4368-82a2-42f8afd594e2,Container service account
kobs_state-3c5589f8-d403-11ec-97de-00155d8545fd,target_container_service_account,ktech-9300e8ea-52e6-4368-82a2-42f8afd594e2,Container service account
kobs_state-3c558a2c-d403-11ec-bc77-00155d8545fd,target_container_service_account,ktech-9300e8ea-52e6-4368-82a2-42f8afd594e2,Container service account
kobs_state-3c558b0a-d403-11ec-b1e6-00155d8545fd,target_container_service_account,ktech-9300e8ea-52e6-4368-82a2-42f8afd594e2,Container service account
kobs_state-3c55b970-d403-11ec-9a93-00155d8545fd,target_access_the_kubernetes_api_server,ktech-0c7a8541-1cf9-4cce-85d8-5824104289cf,Access the Kubernetes API server
kobs_state-3c55b9ce-d403-11ec-a3aa-00155d8545fd,target_access_the_kubernetes_api_server,ktech-0c7a8541-1cf9-4cce-85d8-5824104289cf,Access the Kubernetes API server
kobs_state-3c55ba0f-d403-11ec-a38c-00155d8545fd,target_access_the_kubernetes_api_server,ktech-0c7a8541-1cf9-4cce-85d8-5824104289cf,Access the Kubernetes API server
kobs_state-3c55ba4b-d403-11ec-abfb-00155d8545fd,target_access_the_kubernetes_api_server,ktech-0c7a8541-1cf9-4cce-85d8-5824104289cf,Access the Kubernetes API server
kobs_state-3c55ba84-d403-11ec-932d-00155d8545fd,target_access_the_kubernetes_api_server,ktech-0c7a8541-1cf9-4cce-85d8-5824104289cf,Access the Kubernetes API server
kobs_state-3c55babd-d403-11ec-8a99-00155d8545fd,target_access_the_kubernetes_api_server,ktech-0c7a8541-1cf9-4cce-85d8-5824104289cf,Access the Kubernetes API server
kobs_state-3c55baf6-d403-11ec-84d2-00155d8545fd,target_access_the_kubernetes_api_server,ktech-0c7a8541-1cf9-4cce-85d8-5824104289cf,Access the Kubernetes API server
kobs_state-3c55bb2d-d403-11ec-9a3f-00155d8545fd,target_access_the_kubernetes_api_server,ktech-0c7a8541-1cf9-4cce-85d8-5824104289cf,Access the Kubernetes API server
kobs_state-3c55bb65-d403-11ec-ab0e-00155d8545fd,target_access_the_kubernetes_api_server,ktech-0c7a8541-1cf9-4cce-85d8-5824104289cf,Access the Kubernetes API server
kobs_state-3c55bb9c-d403-11ec-9550-00155d8545fd,target_access_the_kubernetes_api_server,ktech-0c7a8541-1cf9-4cce-85d8-5824104289cf,Access the Kubernetes API server
kobs_state-3c55d0dc-d403-11ec-9acd-00155d8545fd,target_privileged_container,ktech-c902f00f-97fd-45c0-8753-dace2c608168,Privileged container
kobs_state-3c55d138-d403-11ec-b923-00155d8545fd,target_privileged_container,ktech-c902f00f-97fd-45c0-8753-dace2c608168,Privileged container
kobs_state-3c55d177-d403-11ec-ba69-00155d8545fd,target_privileged_container,ktech-c902f00f-97fd-45c0-8753-dace2c608168,Privileged container
kobs_state-3c55d1b0-d403-11ec-8748-00155d8545fd,target_privileged_container,ktech-c902f00f-97fd-45c0-8753-dace2c608168,Privileged container
kobs_state-3c55d1e7-d403-11ec-8916-00155d8545fd,target_privileged_container,ktech-c902f00f-97fd-45c0-8753-dace2c608168,Privileged container
kobs_state-3c55d21c-d403-11ec-b22f-00155d8545fd,target_privileged_container,ktech-c902f00f-97fd-45c0-8753-dace2c608168,Privileged container
kobs_state-3c55d253-d403-11ec-9997-00155d8545fd,target_privileged_container,ktech-c902f00f-97fd-45c0-8753-dace2c608168,Privileged container
kobs_state-3c55d288-d403-11ec-8645-00155d8545fd,target_privileged_container,ktech-c902f00f-97fd-45c0-8753-dace2c608168,Privileged container
kobs_state-3c55d2bd-d403-11ec-9bc5-00155d8545fd,target_privileged_container,ktech-c902f00f-97fd-45c0-8753-dace2c608168,Privileged container
kobs_state-3c55d2f3-d403-11ec-b8d8-00155d8545fd,target_privileged_container,ktech-c902f00f-97fd-45c0-8753-dace2c608168,Privileged container
kobs_state-3c55e9ba-d403-11ec-8f50-00155d8545fd,target_compromised_images_in_registry,ktech-40c10504-94ed-4e29-8caa-18eb049a7c0c,Compromised images in registry
kobs_state-3c55ea15-d403-11ec-a633-00155d8545fd,target_compromised_images_in_registry,ktech-40c10504-94ed-4e29-8caa-18eb049a7c0c,Compromised images in registry
kobs_state-3c55ea54-d403-11ec-ac1c-00155d8545fd,target_compromised_images_in_registry,ktech-40c10504-94ed-4e29-8caa-18eb049a7c0c,Compromised images in registry
kobs_state-3c55ea8b-d403-11ec-9153-00155d8545fd,target_compromised_images_in_registry,ktech-40c10504-94ed-4e29-8caa-18eb049a7c0c,Compromised images in registry
kobs_state-3c55eac4-d403-11ec-82b8-00155d8545fd,target_compromised_images_in_registry,ktech-40c10504-94ed-4e29-8caa-18eb049a7c0c,Compromised images in registry
kobs_state-3c55eb09-d403-11ec-ba63-00155d8545fd,target_compromised_images_in_registry,ktech-40c10504-94ed-4e29-8caa-18eb049a7c0c,Compromised images in registry
kobs_state-3c55eb44-d403-11ec-9e7f-00155d8545fd,target_compromised_images_in_registry,ktech-40c10504-94ed-4e29-8caa-18eb049a7c0c,Compromised images in registry
